0	.4334
19.99625	.46272
39.9925	.5547
59.98875	.72262
79.985	.9932
99.98125	1.41635
119.9775	2.08726
139.97375	3.20057
159.97001	5.20168
179.96626	9.29938
199.96251	19.81104
219.95876	62.85254
239.95501	1125.12391
259.95126	223.40578
279.94751	35.90456
299.94376	13.38507
319.94001	6.60345
339.93626	3.78749
359.93251	2.49743
379.92876	2.05219
399.92501	2.37754
419.92126	3.96505
439.91752	8.90161
459.91377	28.33174
479.91002	233.04595
499.90627	730.89565
519.90252	63.77258
539.89877	24.14716
559.89502	13.22977
579.89127	8.55926
599.88752	6.06803
619.88377	4.5466
639.88002	3.52652
659.87627	2.79484
679.87252	2.25351
699.86877	1.92869
719.86503	2.91717
739.86128	565.54172
759.85753	5.44023
779.85378	2.73694
799.85003	1.95573
819.84628	1.55329
839.84253	1.29108
859.83878	1.10184
879.83503	.96518
899.83128	.88883
919.82753	.93382
939.82378	1.38278
959.82003	4.31673
979.81628	144.62894
999.81254	20.01653
1019.80879	5.14741
1039.80504	2.77409
1059.80129	1.89436
1079.79754	1.43532
1099.79379	1.14201
1119.79004	.92438
1139.78629	.74001
1159.78254	.56098
1179.77879	.35981
1199.77504	.11793
1219.77129	1.1482
1239.76754	10.62744
1259.76379	2.58214
1279.76004	1.66365
1299.7563	1.31815
1319.75255	1.13387
1339.7488	1.01817
1359.74505	.9394
1379.7413	.88457
1399.73755	.84897
1419.7338	.83504
1439.73005	.86357
1459.7263	1.10769
1479.72255	6.0469
1499.7188	.57597
1519.71505	.57448
1539.7113	.58273
1559.70755	.59175
1579.70381	.6046
1599.70006	.62507
1619.69631	.65895
1639.69256	.71776
1659.68881	.8303
1679.68506	1.09377
1699.68131	2.09296
1719.67756	50.84153
1739.67381	1.40942
1759.67006	.42236
1779.66631	.3621
1799.66256	.38302
1819.65881	.42518
1839.65506	.48404
1859.65132	.56807
1879.64757	.69895
1899.64382	.93079
1919.64007	1.43374
1939.63632	3.04932
1959.63257	21.09686
1979.62882	12.43794
1999.62507	.94657
2019.62132	.2104
2039.61757	.06656
2059.61382	.03361
2079.61007	.03267
2099.60632	.04491
2119.60257	.0669
2139.59883	.10352
2159.59508	.17507
2179.59133	.37134
2199.58758	1.59704
2219.58383	18.29246
2239.58008	.43456
2259.57633	.10149
2279.57258	.03788
2299.56883	.01812
2319.56508	.01053
2339.56133	.00725
2359.55758	.00569
2379.55383	.00483
2399.55008	.00424
2419.54634	.00372
2439.54259	.00317
2459.53884	.00258
2479.53509	.00193
2499.53134	.00126
2519.52759	64e-5
2539.52384	2e-4
2559.52009	17e-5
2579.51634	.001
2599.51259	.00368
2619.50884	.01054
2639.50509	.02818
2659.50134	.08078
2679.49759	.3125
2699.49384	4.60905
2719.4901	2.64186
2739.48635	.41368
2759.4826	.17073
2779.47885	.09434
2799.4751	.06036
2819.47135	.04377
2839.4676	.03833
2859.46385	.04557
2879.4601	.07713
2899.45635	.17695
2919.4526	.56846
2939.44885	4.1425
2959.4451	34.18735
2979.44135	1.99026
2999.43761	.74523
3019.43386	.41901
3039.43011	.28133
3059.42636	.20827
3079.42261	.16401
3099.41886	.13505
3119.41511	.11566
3139.41136	.10393
3159.40761	.10251
3179.40386	.13894
3199.40011	43.50403
3219.39636	.03666
3239.39261	.02257
3259.38886	.01897
3279.38512	.01655
3299.38137	.01579
3319.37762	.01836
3339.37387	.02791
3359.37012	.05334
3379.36637	.12046
3399.36262	.32736
3419.35887	1.29767
3439.35512	25.38946
3459.35137	8.22795
3479.34762	1.54273
3499.34387	.69327
3519.34012	.41123
3539.33637	.27689
3559.33263	.19838
3579.32888	.14556
3599.32513	.10623
3619.32138	.07595
3639.31763	.05995
3659.31388	.1158
3679.31013	1.34479
3699.30638	8.97375
3719.30263	1.01789
3739.29888	.50681
3759.29513	.34793
3779.29138	.27236
3799.28763	.22822
3819.28388	.19916
3839.28013	.17845
3859.27639	.16285
3879.27264	.15056
3899.26889	.14044
3919.26514	.13204
3939.26139	2.63681
3959.25764	.13514
3979.25389	.12525
3999.25014	.12067
4019.24639	.11798
4039.24264	.11672
4059.23889	.11698
4079.23514	.11925
4099.23139	.12471
4119.22764	.13635
4139.2239	.16371
4159.22015	.25691
4179.2164	2.17304
4199.21265	.12774
4219.2089	.04696
4239.20515	.0509
4259.2014	.05729
4279.19765	.06352
4299.1939	.0702
4319.19015	.0785
4339.1864	.09033
4359.18265	.10987
4379.1789	.14907
4399.17515	.26047
4419.17141	1.13605
4439.16766	1.058
4459.16391	.0305
4479.16016	78e-5
4499.15641	.00121
4519.15266	.00461
4539.14891	.008
4559.14516	.01112
4579.14141	.01422
4599.13766	.01791
4619.13391	.02369
4639.13016	.03716
4659.12641	.10505
4679.12266	4.42001
4699.11892	.03686
4719.11517	.01331
4739.11142	.00972
4759.10767	.00875
4779.10392	.00835
4799.10017	.00807
4819.09642	.0078
4839.09267	.00749
4859.08892	.00713
4879.08517	.00671
4899.08142	.00624
4919.07767	.00572
4939.07392	.00514
4959.07017	.0045
4979.06643	.00382
4999.06268	.00308
5019.05893	.00229
5039.05518	.00149
5059.05143	73e-5
5079.04768	19e-5
5099.04393	47e-5
5119.04018	.00391
5139.03643	.02511
5159.03268	.38377
5179.02893	.6178
5199.02518	.08939
5219.02143	.03963
5239.01768	.02347
5259.01393	.01567
5279.01019	.01118
5299.00644	.00859
5319.00269	.00782
5338.99894	.0102
5358.99519	.02119
5378.99144	.06816
5398.98769	.46247
5418.98394	12.87873
5438.98019	.38795
5458.97644	.14254
5478.97269	.08204
5498.96894	.05735
5518.96519	.04506
5538.96144	.03881
5558.9577	.03675
5578.95395	.03923
5598.9502	.04972
5618.94645	.08283
5638.9427	.23961
5658.93895	15.20591
5678.9352	.28262
5698.93145	.04766
5718.9277	.01353
5738.92395	.00375
5758.9202	.00139
5778.91645	.00381
5798.9127	.01238
5818.90895	.03284
5838.90521	.08239
5858.90146	.22407
5878.89771	.82655
5898.89396	10.87517
5918.89021	7.96986
5938.88646	1.18573
5958.88271	.49627
5978.87896	.2829
5998.87521	.18597
6018.87146	.13186
6038.86771	.09738
6058.86396	.07353
6078.86021	.05714
6098.85646	.05122
6118.85272	.08589
6138.84897	.60995
6158.84522	9.16291
6178.84147	.58612
6198.83772	.26627
6218.83397	.17534
6238.83022	.13374
6258.82647	.10995
6278.82272	.09449
6298.81897	.08364
6318.81522	.07574
6338.81147	.07016
6358.80772	.06761
6378.80397	.07732
6398.80022	6.03958
6418.79648	.07498
6438.79273	.05353
6458.78898	.04772
6478.78523	.04426
6498.78148	.04158
6518.77773	.03926
6538.77398	.03711
6558.77023	.035
6578.76648	.03276
6598.76273	.03001
6618.75898	.02547
6638.75523	.01019
6658.75148	.05596
6678.74773	.03923
6698.74399	.03506
6718.74024	.03286
6738.73649	.03139
6758.73274	.03031
6778.72899	.02953
6798.72524	.02904
6818.72149	.02895
6838.71774	.02959
6858.71399	.03225
6878.71024	.04751
6898.70649	.00492
6918.70274	.01279
6938.69899	.01549
6958.69524	.01634
6978.6915	.01656
6998.68775	.01651
7018.684	.01631
7038.68025	.01604
7058.6765	.01572
7078.67275	.01539
7098.669	.01509
7118.66525	.01501
7138.6615	1.59644
7158.65775	.0134
7178.654	.01305
7198.65025	.01267
7218.6465	.01227
7238.64275	.01185
7258.63901	.01143
7278.63526	.011
7298.63151	.01057
7318.62776	.01013
7338.62401	.00968
7358.62026	.00922
7378.61651	.00875
7398.61276	.00827
7418.60901	.00777
7438.60526	.00725
7458.60151	.0067
7478.59776	.00611
7498.59401	.00547
7518.59026	.00475
7538.58652	.00392
7558.58277	.00292
7578.57902	.00168
7598.57527	34e-5
7618.57152	.0108
7638.56777	.12011
7658.56402	.02121
7678.56027	.01214
7698.55652	.00874
7718.55277	.0068
7738.54902	.00543
7758.54527	.00433
7778.54152	.00341
7798.53777	.00266
7818.53402	.00235
7838.53028	.00406
7858.52653	.02599
7878.52278	5.97924
7898.51903	.05304
7918.51528	.0213
7938.51153	.01376
7958.50778	.01095
7978.50403	.01009
7998.50028	.01066
8018.49653	.01297
8038.49278	.01835
8058.48903	.03079
8078.48528	.0651
8098.48153	.21729
8118.47779	6.23879
8138.47404	.54401
8158.47029	.09661
8178.46654	.03516
8198.46279	.01615
8218.45904	.00889
8238.45529	.00727
8258.45154	.01069
8278.44779	.02202
8298.44404	.05121
8318.44029	.1345
8338.43654	.47123
8358.43279	4.73855
8378.42904	7.81109
8398.4253	.9026
8418.42155	.36161
8438.4178	.20365
8458.41405	.13392
8478.4103	.09574
8498.40655	.07177
8518.4028	.05522
8538.39905	.04318
8558.3953	.03532
8578.39155	.03888
8598.3878	.15946
8618.38405	8.5995
8638.3803	.25823
8658.37655	.11705
8678.37281	.07855
8698.36906	.06086
8718.36531	.05063
8738.36156	.04407
8758.35781	.03988
8778.35406	.03797
8798.35031	.03987
8818.34656	.053
8838.34281	.13308
8858.33906	6.8291
8878.33531	.31128
8898.33156	.08883
8918.32781	.05035
8938.32406	.03549
8958.32031	.02725
8978.31657	.02149
8998.31282	.01672
9018.30907	.0122
9038.30532	.00744
9058.30157	.00233
9078.29782	.00115
9098.29407	.19781
9118.29032	.46156
9138.28657	.10836
9158.28282	.06403
9178.27907	.04756
9198.27532	.03881
9218.27157	.03318
9238.26782	.02906
9258.26408	.0257
9278.26033	.02267
9298.25658	.01958
9318.25283	.01602
9338.24908	.01571
9358.24533	.3839
9378.24158	.04767
9398.23783	.03274
9418.23408	.02753
9438.23033	.0247
9458.22658	.02282
9478.22283	.02145
9498.21908	.0204
9518.21533	.0196
9538.21159	.01911
9558.20784	.01921
9578.20409	.02208
9598.20034	.5647
9618.19659	.01798
9638.19284	.01472
9658.18909	.01393
9678.18534	.01341
9698.18159	.01295
9718.17784	.01252
9738.17409	.01211
9758.17034	.01172
9778.16659	.01134
9798.16284	.01096
9818.1591	.0106
9838.15535	.01025
9858.1516	.0099
9878.14785	.00957
9898.1441	.00924
9918.14035	.00892
9938.1366	.00862
9958.13285	.00832
9978.1291	.00805
9998.12535	.00781
10018.1216	.00762
10038.11785	.00754
10058.1141	.00776
10078.11035	.00978
10098.10661	91e-5
10118.10286	.00372
10138.09911	.00406
10158.09536	.00402
10178.09161	.00386
10198.08786	.00364
10218.08411	.00341
10238.08036	.00317
10258.07661	.00295
10278.07286	.0028
10298.06911	.00284
10318.06536	.00388
10338.06161	2.54642
10358.05786	82e-5
10378.05411	5e-4
10398.05037	44e-5
10418.04662	5e-4
10438.04287	76e-5
10458.03912	.00141
10478.03537	.00284
10498.03162	.00595
10518.02787	.01322
10538.02412	.0338
10558.02037	.1242
10578.01662	2.31578
10598.01287	.61935
10618.00912	.10558
10638.00537	.04202
10658.00162	.02182
10677.99788	.01301
10697.99413	.00904
10717.99038	.00842
10737.98663	.01198
10757.98288	.02409
10777.97913	.06104
10797.97538	.20888
10817.97163	1.75462
10837.96788	6.86253
10857.96413	.57774
10877.96038	.22474
10897.95663	.12704
10917.95288	.08477
10937.94913	.06188
10957.94539	.04761
10977.94164	.03776
10997.93789	.03036
11017.93414	.02433
11037.93039	.01914
11057.92664	.01857
